,children,agefbrth,educ,age,evermarr,urban,electric,tv,usemeth,heduc,religion,frsthalf,agefm,scholarship,educ7
2051,0,,7,22,0,0,0,0,0,0,0.0,0,,1.0,True
2052,0,,0,31,1,0,0,0,0,0,0.0,1,17.0,0.0,False
2053,1,19.0,7,19,1,0,0,0,1,2,1.0,1,18.0,1.0,True
2054,5,18.0,2,28,1,0,0,0,1,0,0.0,0,17.0,0.0,False
2055,0,,9,16,0,1,0,0,0,0,1.0,1,,0.0,True
2056,1,15.0,9,15,0,1,1,0,0,0,1.0,1,,1.0,True
2057,1,18.0,0,25,0,0,0,0,1,0,1.0,1,,0.0,False
2058,3,14.0,7,24,0,0,0,0,1,0,1.0,0,,1.0,True
2059,0,,10,19,0,0,0,0,0,0,0.0,1,,0.0,True
2060,0,,8,18,0,0,0,0,1,0,1.0,1,,0.0,True
2061,0,,10,18,0,1,0,1,0,0,1.0,1,,1.0,True
2062,6,16.0,0,30,1,1,0,0,1,4,1.0,1,28.0,0.0,False
2063,4,31.0,0,43,1,0,0,0,0,0,0.0,1,29.0,1.0,False
2064,0,,17,26,0,0,1,1,0,0,1.0,1,,1.0,True
2065,1,19.0,0,29,0,1,0,0,1,0,0.0,1,,0.0,False
2066,0,,9,17,0,1,0,0,1,0,0.0,1,,0.0,True
2067,5,17.0,4,32,0,0,0,0,1,0,0.0,0,,0.0,False
2068,0,,4,16,0,1,0,0,0,0,0.0,0,,0.0,False
2069,4,18.0,10,31,1,1,1,0,1,13,1.0,0,20.0,1.0,True
2070,3,19.0,7,23,1,1,0,0,1,10,0.0,1,18.0,0.0,True
2071,0,,9,16,0,1,1,1,0,0,0.0,1,,0.0,True
2072,4,29.0,10,47,1,0,0,0,1,10,1.0,0,29.0,0.0,True
2073,4,18.0,0,48,1,0,0,0,0,2,1.0,1,40.0,0.0,False
2074,1,20.0,7,20,0,0,0,0,1,0,1.0,1,,0.0,True
2075,0,,10,18,0,1,0,0,0,0,0.0,1,,1.0,True
2076,2,18.0,12,25,0,1,0,0,1,0,1.0,1,,1.0,True
2077,0,,10,22,0,0,0,0,1,0,1.0,0,,1.0,True
2078,4,20.0,0,38,0,0,0,0,0,0,0.0,1,,1.0,False
2079,4,17.0,0,29,1,1,0,0,1,0,0.0,0,20.0,0.0,False
2080,9,18.0,2,45,0,0,0,0,0,0,0.0,0,,1.0,False
2081,0,,7,18,0,1,0,0,0,0,0.0,0,,1.0,True
2082,3,19.0,8,30,1,1,0,0,1,0,0.0,0,29.0,1.0,True
2083,3,18.0,7,26,1,1,0,0,1,10,1.0,1,20.0,1.0,True
2084,1,19.0,7,20,0,1,0,0,1,0,0.0,0,,1.0,True
2085,0,,10,20,0,0,0,0,0,0,0.0,1,,0.0,True
2086,2,17.0,10,20,0,1,0,0,0,0,1.0,0,,1.0,True
2087,4,18.0,0,47,1,0,0,0,0,0,0.0,1,20.0,0.0,False
2088,0,,6,17,0,1,0,0,0,0,0.0,0,,1.0,False
2089,2,26.0,0,36,1,0,0,0,0,0,0.0,1,32.0,0.0,False
2090,5,19.0,0,38,1,0,0,0,1,0,0.0,1,20.0,1.0,False
2091,2,17.0,0,25,1,1,0,0,0,1,0.0,1,22.0,0.0,False
2092,1,30.0,0,48,1,0,1,0,0,0,1.0,1,32.0,1.0,False
2093,3,26.0,4,46,0,0,0,0,1,0,0.0,1,,0.0,False
2094,1,18.0,0,32,1,0,0,0,1,0,1.0,1,23.0,0.0,False
2095,0,,8,15,0,1,1,1,0,0,1.0,0,,0.0,True
2096,3,17.0,1,34,1,0,0,0,1,7,0.0,1,23.0,1.0,False
2097,0,,0,34,0,1,0,0,0,0,0.0,0,,0.0,False
2098,1,18.0,7,30,1,0,0,0,0,12,0.0,0,21.0,0.0,True
2099,8,19.0,7,41,1,0,0,0,1,1,1.0,1,20.0,1.0,True
2100,0,,7,16,0,1,0,0,0,0,0.0,1,,1.0,True
2101,0,,6,17,0,1,0,0,0,0,0.0,0,,1.0,False
2102,5,18.0,0,28,1,1,0,0,1,10,1.0,1,24.0,1.0,False
2103,2,27.0,7,37,0,1,0,0,1,0,0.0,0,,0.0,True
2104,2,19.0,5,37,0,1,0,0,1,0,0.0,0,,0.0,False
2105,1,21.0,7,24,1,1,0,0,1,7,0.0,1,21.0,0.0,True
2106,0,,1,15,0,1,0,0,0,0,0.0,1,,0.0,False
2107,3,19.0,0,34,1,0,1,1,1,2,0.0,0,19.0,0.0,False
2108,1,17.0,7,25,1,1,0,1,1,9,0.0,0,17.0,0.0,True
2109,1,23.0,12,26,0,1,0,0,1,0,0.0,0,,1.0,True
2110,1,20.0,10,27,0,1,0,0,1,0,1.0,1,,1.0,True
2111,2,24.0,12,30,1,0,0,0,1,9,1.0,1,29.0,1.0,True
2112,1,20.0,12,25,1,0,0,0,1,12,0.0,0,20.0,1.0,True
2113,1,20.0,12,24,0,0,0,0,1,0,1.0,0,,1.0,True
2114,2,18.0,0,28,0,0,0,0,0,0,1.0,1,,0.0,False
2115,7,11.0,0,29,1,1,1,0,1,7,0.0,0,17.0,0.0,False
2116,5,16.0,7,32,1,1,0,0,1,7,1.0,0,20.0,1.0,True
2117,1,18.0,6,23,0,1,0,0,1,0,0.0,1,,0.0,False
2118,1,20.0,0,22,0,0,0,0,1,0,0.0,0,,0.0,False
2119,0,,9,15,0,1,0,0,0,0,1.0,0,,0.0,True
2120,9,21.0,1,42,1,0,0,0,0,2,0.0,1,27.0,1.0,False
2121,0,,7,16,0,0,0,0,0,0,1.0,0,,0.0,True
2122,2,20.0,7,27,1,1,0,0,1,6,0.0,1,21.0,0.0,True
2123,1,15.0,6,25,0,1,0,0,1,0,1.0,1,,0.0,False
2124,9,19.0,7,38,1,0,0,0,1,0,0.0,1,20.0,1.0,True
2125,0,,0,24,0,1,0,0,1,0,0.0,1,,0.0,False
2126,1,21.0,5,23,0,0,0,0,1,0,0.0,1,,0.0,False
2127,2,19.0,5,30,0,1,0,0,1,0,1.0,1,,0.0,False
2128,2,18.0,0,24,1,1,0,0,1,0,0.0,0,19.0,0.0,False
2129,3,22.0,10,38,0,0,0,0,1,0,1.0,1,,1.0,True
2130,7,20.0,9,45,0,1,0,0,1,0,0.0,1,,0.0,True
2131,3,16.0,10,26,1,1,0,1,1,10,0.0,0,15.0,1.0,True
2132,2,18.0,5,26,1,1,0,0,1,10,0.0,1,18.0,0.0,False
2133,7,19.0,3,34,1,1,1,1,0,8,1.0,1,20.0,1.0,False
2134,4,19.0,6,39,1,1,0,0,1,7,0.0,1,33.0,1.0,False
2135,3,18.0,11,30,0,1,0,0,1,0,0.0,0,,1.0,True
2136,4,17.0,10,30,1,1,1,1,1,11,1.0,0,16.0,1.0,True
2137,2,26.0,12,40,1,1,1,1,1,15,1.0,1,25.0,0.0,True
2138,2,21.0,10,29,1,0,0,0,1,12,1.0,0,18.0,1.0,True
2139,0,,10,31,0,1,0,0,0,0,0.0,0,,0.0,True
2140,1,17.0,3,18,0,0,0,0,0,0,1.0,1,,0.0,False
2141,2,13.0,13,40,1,1,1,1,1,12,1.0,0,20.0,0.0,True
2142,7,15.0,6,31,1,1,1,0,1,0,0.0,1,15.0,1.0,False
2143,5,18.0,0,31,1,0,0,0,1,3,0.0,1,26.0,0.0,False
2144,2,23.0,5,26,1,1,0,1,1,12,0.0,1,21.0,0.0,False
2145,2,19.0,1,28,0,1,0,0,1,0,0.0,1,,0.0,False
2146,0,,8,16,0,0,0,0,0,0,0.0,1,,1.0,True
2147,0,,7,15,0,0,0,0,0,0,1.0,1,,1.0,True
2148,0,,7,22,1,1,0,0,0,5,0.0,1,17.0,0.0,True
2149,1,17.0,6,20,0,0,0,0,1,0,0.0,1,,0.0,False
2150,3,18.0,0,35,0,1,0,0,1,0,0.0,0,,0.0,False
2151,3,17.0,7,25,1,0,0,0,1,5,0.0,0,20.0,1.0,True
2152,1,20.0,0,45,0,0,0,0,0,0,0.0,0,,1.0,False
2153,0,,12,20,0,1,0,0,0,0,1.0,1,,1.0,True
2154,4,17.0,7,26,1,1,0,0,1,10,0.0,0,19.0,1.0,True
2155,0,,7,18,0,1,1,0,1,0,0.0,0,,0.0,True
2156,0,,7,16,0,0,0,0,0,0,0.0,0,,0.0,True
2157,2,18.0,0,25,1,1,0,0,1,0,0.0,1,25.0,0.0,False
2158,8,20.0,0,48,1,0,0,0,0,0,0.0,1,23.0,0.0,False
2159,1,21.0,12,40,1,1,1,1,1,12,1.0,1,19.0,1.0,True
2160,0,,7,15,0,0,0,0,0,0,1.0,1,,0.0,True
2161,0,,9,16,0,0,0,0,0,0,0.0,0,,0.0,True
2162,1,18.0,7,21,0,0,0,0,1,0,0.0,0,,0.0,True
2163,0,,7,22,0,1,0,0,1,0,1.0,0,,1.0,True
2164,1,20.0,7,24,0,1,1,0,1,0,0.0,0,,1.0,True
2165,1,18.0,9,20,0,1,0,0,1,0,1.0,1,,0.0,True
2166,5,18.0,0,32,1,1,0,0,0,0,1.0,1,18.0,0.0,False
2167,1,18.0,11,25,0,1,0,0,1,0,1.0,1,,1.0,True
2168,4,19.0,7,33,1,0,0,0,1,3,0.0,0,27.0,0.0,True
2169,3,15.0,0,25,1,1,0,0,0,0,0.0,1,18.0,0.0,False
2170,2,16.0,14,30,1,1,1,1,0,14,1.0,0,15.0,0.0,True
2171,4,17.0,7,27,1,0,0,0,0,7,0.0,0,19.0,0.0,True
2172,1,29.0,0,32,1,0,0,0,0,0,0.0,0,19.0,0.0,False
2173,1,21.0,10,22,1,0,0,0,0,6,0.0,0,20.0,1.0,True
2174,0,,6,19,0,1,0,0,0,0,0.0,1,,0.0,False
2175,0,,17,23,1,0,1,0,1,17,0.0,0,23.0,1.0,True
2176,4,16.0,0,27,0,0,0,0,1,0,0.0,0,,0.0,False
2177,2,21.0,12,26,1,1,1,1,1,11,1.0,0,20.0,0.0,True
2178,3,20.0,7,36,1,1,0,0,0,0,1.0,1,29.0,1.0,True
2179,3,22.0,2,33,1,1,0,0,1,6,1.0,0,23.0,1.0,False
2180,5,23.0,1,45,1,0,0,0,0,0,1.0,0,30.0,1.0,False
2181,0,,7,20,0,0,0,0,0,0,0.0,0,,1.0,True
2182,2,19.0,15,27,0,1,0,0,0,0,1.0,0,,1.0,True
2183,0,,7,19,0,1,0,0,0,0,1.0,1,,1.0,True
2184,7,20.0,4,41,1,1,0,0,1,0,0.0,1,25.0,0.0,False
2185,1,20.0,7,29,1,0,0,0,0,0,1.0,1,19.0,1.0,True
2186,7,17.0,4,37,1,0,0,0,0,0,1.0,0,16.0,1.0,False
2187,3,17.0,6,23,1,0,0,0,0,0,0.0,1,18.0,0.0,False
2188,0,,6,15,0,0,0,0,0,0,1.0,0,,0.0,False
2189,8,19.0,7,37,1,0,0,0,1,0,1.0,0,27.0,1.0,True
2190,0,,5,16,0,0,0,0,0,0,0.0,0,,0.0,False
2191,5,15.0,7,34,0,1,0,0,0,0,0.0,0,,1.0,True
2192,9,20.0,7,41,1,0,0,0,0,3,1.0,1,19.0,0.0,True
2193,1,17.0,5,18,0,0,0,0,0,0,0.0,1,,1.0,False
2194,0,,7,28,1,1,0,0,0,10,0.0,1,25.0,0.0,True
2195,5,16.0,2,36,1,0,0,0,1,6,0.0,0,18.0,0.0,False
2196,0,,8,15,0,0,0,0,0,0,0.0,0,,1.0,True
2197,0,,5,17,0,1,0,0,0,0,0.0,0,,1.0,False
2198,2,19.0,7,27,0,1,0,0,1,0,0.0,1,,1.0,True
2199,2,18.0,7,22,0,1,0,0,1,0,0.0,1,,1.0,True
2200,0,,7,19,0,1,0,0,1,0,0.0,0,,0.0,True
2201,1,17.0,7,21,1,1,0,0,1,0,0.0,0,18.0,0.0,True
2202,2,20.0,7,33,0,1,0,0,1,0,1.0,0,,0.0,True
2203,2,18.0,7,23,0,0,0,0,1,0,0.0,1,,1.0,True
2204,1,28.0,13,32,1,1,1,1,1,17,1.0,1,26.0,0.0,True
2205,0,,9,23,1,0,0,0,0,7,1.0,0,15.0,1.0,True
2206,1,23.0,7,25,0,1,0,0,1,0,0.0,0,,1.0,True
2207,4,22.0,0,44,0,0,0,0,0,0,1.0,0,,1.0,False
2208,1,19.0,7,24,0,0,0,0,1,0,0.0,0,,1.0,True
2209,1,15.0,8,18,0,0,0,0,1,0,0.0,0,,1.0,True
2210,0,,10,19,0,1,0,0,0,0,1.0,0,,1.0,True
2211,0,,9,17,0,0,0,0,0,0,0.0,0,,1.0,True
2212,3,15.0,8,22,1,0,0,0,0,10,0.0,0,21.0,1.0,True
2213,5,34.0,0,46,1,0,0,0,0,0,0.0,1,32.0,0.0,False
2214,2,24.0,12,32,1,1,1,1,1,12,1.0,0,23.0,0.0,True
2215,3,17.0,0,35,1,0,0,0,1,7,0.0,0,31.0,1.0,False
2216,1,19.0,10,20,0,0,0,0,1,0,1.0,0,,1.0,True
2217,2,19.0,11,44,1,1,1,1,1,15,0.0,0,18.0,1.0,True
2218,8,20.0,0,41,1,1,0,1,1,0,0.0,0,17.0,1.0,False
2219,1,20.0,10,27,1,1,0,0,1,12,1.0,1,25.0,1.0,True
2220,0,,10,22,1,0,0,0,1,4,1.0,1,21.0,0.0,True
2221,0,,10,18,0,1,0,0,0,0,1.0,1,,1.0,True
2222,1,18.0,7,20,0,1,1,0,1,0,0.0,0,,1.0,True
2223,3,17.0,6,24,1,1,0,0,0,10,0.0,1,21.0,1.0,False
2224,2,20.0,7,26,1,1,0,0,1,7,0.0,1,19.0,1.0,True
2225,5,19.0,4,30,1,0,0,0,1,0,1.0,1,19.0,0.0,False
2226,3,22.0,0,28,1,0,0,0,1,0,0.0,1,18.0,1.0,False
2227,2,25.0,0,40,1,0,0,0,0,0,0.0,1,24.0,0.0,False
2228,1,26.0,16,27,1,1,1,1,1,16,1.0,0,22.0,0.0,True
2229,3,22.0,7,33,1,0,0,0,1,0,1.0,0,19.0,1.0,True
2230,1,16.0,10,23,0,1,0,0,1,0,0.0,0,,0.0,True
2231,5,15.0,5,30,1,0,0,0,1,0,1.0,0,27.0,1.0,False
2232,2,26.0,10,33,0,1,0,0,1,0,1.0,0,,1.0,True
2233,0,,10,18,0,1,0,0,1,0,0.0,1,,1.0,True
2234,1,34.0,0,41,1,1,0,0,0,1,0.0,1,33.0,0.0,False
2235,1,20.0,10,20,0,1,0,0,1,0,0.0,0,,1.0,True
2236,4,16.0,6,25,1,1,0,0,1,7,0.0,0,13.0,0.0,False
2237,0,,8,16,0,0,0,0,0,0,1.0,1,,0.0,True
2238,5,20.0,10,29,0,1,0,0,1,0,0.0,1,,1.0,True
2239,4,16.0,3,26,1,1,0,0,0,0,0.0,1,17.0,1.0,False
2240,0,,7,18,0,1,1,1,1,0,0.0,1,,0.0,True
2241,2,21.0,12,33,0,1,1,1,1,0,1.0,1,,1.0,True
2242,4,15.0,0,26,1,1,0,1,1,0,0.0,1,14.0,0.0,False
2243,0,,9,18,0,0,0,0,0,0,1.0,1,,1.0,True
2244,0,,7,20,1,1,0,0,0,7,0.0,0,17.0,0.0,True
2245,4,17.0,7,27,0,1,1,0,1,0,0.0,0,,0.0,True
2246,1,18.0,6,21,0,1,0,0,1,0,1.0,0,,1.0,False
2247,2,17.0,5,33,1,1,0,0,1,5,1.0,0,28.0,0.0,False
2248,3,22.0,10,37,1,1,1,1,1,10,0.0,1,24.0,1.0,True
2249,0,,8,18,0,1,1,0,0,0,0.0,1,,1.0,True
2250,2,19.0,7,26,1,1,0,0,1,2,0.0,1,17.0,0.0,True
2251,0,,10,17,0,0,0,0,1,0,0.0,1,,0.0,True
2252,5,19.0,5,33,0,0,0,0,1,0,0.0,1,,1.0,False
2253,2,17.0,7,23,0,1,0,0,1,0,0.0,1,,1.0,True
2254,2,21.0,15,46,1,0,1,0,1,18,0.0,0,21.0,1.0,True
2255,3,23.0,7,35,1,0,0,1,1,0,1.0,1,20.0,0.0,True
2256,0,,7,20,0,1,0,0,0,0,0.0,1,,0.0,True
2257,1,18.0,7,19,1,1,0,0,1,7,0.0,1,15.0,1.0,True
2258,1,23.0,7,26,0,1,0,0,1,0,0.0,1,,0.0,True
2259,8,22.0,0,45,1,0,0,0,0,0,0.0,0,21.0,0.0,False
2260,8,19.0,0,38,1,0,0,0,1,0,1.0,1,19.0,1.0,False
2261,2,19.0,7,27,0,0,0,0,1,0,0.0,0,,0.0,True
2262,3,20.0,4,34,1,1,0,0,1,0,1.0,1,20.0,1.0,False
2263,0,,10,25,1,1,0,0,0,0,0.0,0,23.0,0.0,True
2264,3,20.0,0,30,0,0,0,0,0,0,0.0,0,,1.0,False
2265,5,16.0,5,31,1,0,0,0,1,6,0.0,0,18.0,0.0,False
2266,3,29.0,3,47,1,0,0,0,0,0,0.0,1,39.0,1.0,False
2267,0,,6,18,0,0,0,0,0,0,1.0,1,,1.0,False
2268,0,,17,24,0,1,0,0,1,0,1.0,0,,1.0,True
2269,2,22.0,0,25,1,0,0,0,1,0,0.0,1,20.0,0.0,False
2270,1,19.0,7,20,0,0,0,0,0,0,0.0,1,,0.0,True
2271,1,21.0,6,27,0,0,0,0,1,0,0.0,0,,1.0,False
2272,1,18.0,7,25,0,0,0,0,1,0,1.0,0,,0.0,True
2273,0,,10,17,0,1,0,0,0,0,1.0,1,,1.0,True
2274,0,,11,17,0,1,0,0,0,0,1.0,1,,1.0,True
2275,7,21.0,7,40,1,1,0,0,0,3,0.0,1,36.0,1.0,True
2276,3,19.0,5,31,1,1,0,0,1,7,0.0,1,17.0,0.0,False
2277,0,,8,15,0,0,0,0,0,0,0.0,0,,1.0,True
2278,1,22.0,10,24,0,0,0,0,1,0,0.0,0,,0.0,True
2279,3,26.0,5,39,1,1,1,0,0,7,1.0,0,27.0,0.0,False
2280,2,22.0,12,38,1,1,1,1,1,12,1.0,0,21.0,1.0,True
2281,3,17.0,7,25,1,0,0,0,1,3,1.0,0,18.0,1.0,True
2282,0,,7,22,0,1,1,1,1,0,1.0,1,,1.0,True
2283,4,17.0,7,32,1,0,0,0,1,3,0.0,1,17.0,1.0,True
2284,1,17.0,0,19,0,0,0,0,0,0,0.0,1,,1.0,False
2285,7,17.0,3,35,1,0,0,0,1,3,0.0,1,19.0,1.0,False
2286,2,15.0,0,29,0,1,0,0,1,0,0.0,1,,0.0,False
2287,0,,3,41,0,0,0,0,0,0,0.0,1,,0.0,False
2288,3,22.0,7,38,1,1,1,0,1,10,1.0,1,26.0,0.0,True
2289,2,16.0,0,29,1,0,0,0,1,0,0.0,0,14.0,0.0,False
2290,5,21.0,1,36,1,1,0,0,1,4,0.0,0,20.0,0.0,False
2291,4,20.0,7,32,0,1,0,0,1,0,0.0,0,,1.0,True
2292,1,18.0,7,20,0,1,0,0,0,0,0.0,1,,0.0,True
2293,0,,7,22,1,1,0,0,0,9,0.0,0,20.0,1.0,True
2294,3,19.0,0,31,0,0,0,0,0,0,0.0,1,,0.0,False
2295,1,17.0,0,35,1,1,1,0,1,0,1.0,1,16.0,0.0,False
2296,0,,7,18,0,1,0,0,0,0,0.0,0,,1.0,True
2297,1,20.0,12,20,0,0,0,0,1,0,1.0,1,,1.0,True
2298,2,21.0,0,26,1,1,0,0,1,0,0.0,1,25.0,0.0,False
2299,3,20.0,0,28,1,0,0,0,1,6,1.0,0,13.0,0.0,False
2300,1,20.0,7,25,0,1,0,0,1,0,0.0,0,,0.0,True
2301,0,,7,16,0,0,0,0,0,0,0.0,0,,0.0,True
2302,6,20.0,2,47,0,0,0,0,0,0,0.0,1,,1.0,False
2303,3,20.0,0,26,1,1,0,0,1,7,0.0,0,18.0,1.0,False
2304,0,,9,17,0,0,0,0,0,0,1.0,1,,0.0,True
2305,1,19.0,5,20,0,1,0,0,1,0,0.0,1,,1.0,False
2306,0,,7,20,0,1,0,0,0,0,0.0,0,,0.0,True
2307,2,21.0,12,25,1,1,0,0,1,10,0.0,1,25.0,1.0,True
2308,6,20.0,3,44,1,0,0,0,1,7,0.0,0,28.0,1.0,False
2309,2,23.0,16,43,1,1,1,1,1,15,1.0,1,22.0,0.0,True
2310,2,19.0,0,28,0,1,0,0,1,0,0.0,1,,1.0,False
2311,2,20.0,7,23,1,1,0,0,1,0,0.0,1,17.0,1.0,True
2312,7,19.0,4,40,1,0,0,0,0,0,0.0,1,28.0,1.0,False
2313,2,16.0,4,30,1,1,0,0,1,7,0.0,1,24.0,0.0,False
2314,0,,12,31,1,1,0,0,0,7,0.0,0,21.0,0.0,True
2315,0,,7,16,0,1,0,0,1,0,0.0,0,,0.0,True
2316,4,20.0,7,31,1,1,0,0,1,15,0.0,1,14.0,0.0,True
2317,4,17.0,7,28,1,1,1,0,0,5,1.0,1,15.0,0.0,True
2318,4,18.0,4,35,1,1,0,0,1,0,1.0,1,16.0,1.0,False
2319,4,12.0,6,26,1,0,0,0,1,10,1.0,1,12.0,1.0,False
2320,0,,7,18,1,1,0,0,1,7,0.0,0,18.0,0.0,True
2321,0,,11,20,0,0,0,0,0,0,0.0,0,,1.0,True
2322,2,21.0,9,23,0,0,0,0,0,0,0.0,0,,0.0,True
2323,2,26.0,10,38,1,1,0,1,1,14,0.0,0,24.0,0.0,True
2324,5,19.0,5,40,1,1,1,1,1,0,0.0,0,18.0,0.0,False
2325,3,20.0,14,29,1,1,1,1,1,13,0.0,0,18.0,1.0,True
2326,0,,8,16,0,0,0,0,1,0,0.0,1,,0.0,True
2327,1,21.0,0,27,1,0,0,0,0,0,0.0,0,19.0,1.0,False
2328,0,,7,18,0,1,0,0,0,0,0.0,0,,0.0,True
2329,0,,10,20,0,1,0,1,1,0,1.0,0,,1.0,True
2330,4,18.0,12,40,1,1,0,0,1,10,0.0,1,24.0,0.0,True
2331,0,,7,21,0,0,0,0,0,0,0.0,1,,1.0,True
2332,7,17.0,6,38,1,0,0,0,1,2,0.0,0,20.0,0.0,False
2333,0,,6,18,0,1,0,0,0,0,1.0,1,,1.0,False
2334,0,,7,15,0,1,0,0,0,0,1.0,1,,0.0,True
2335,3,16.0,6,21,1,0,0,0,0,0,0.0,1,16.0,1.0,False
2336,0,,0,17,0,1,0,0,0,0,0.0,0,,0.0,False
2337,0,,6,15,0,1,0,0,0,0,0.0,0,,1.0,False
2338,5,24.0,0,46,1,0,0,0,1,5,0.0,0,26.0,0.0,False
2339,1,17.0,6,21,1,1,0,0,1,7,0.0,0,16.0,0.0,False
2340,0,,0,24,0,1,0,0,1,0,1.0,1,,0.0,False
2341,4,20.0,0,32,1,0,0,0,0,0,0.0,0,16.0,1.0,False
2342,3,20.0,7,28,1,0,0,0,1,0,1.0,0,25.0,1.0,True
2343,1,21.0,7,28,1,1,0,0,1,7,0.0,0,19.0,1.0,True
2344,2,17.0,8,22,1,1,0,0,1,10,1.0,1,17.0,1.0,True
2345,6,20.0,10,36,1,0,0,0,1,10,1.0,0,20.0,0.0,True
2346,0,,7,29,1,0,0,0,0,10,0.0,1,23.0,1.0,True
2347,0,,5,18,0,1,0,0,1,0,0.0,1,,1.0,False
2348,0,,8,15,0,1,1,1,0,0,1.0,1,,1.0,True
2349,0,,7,15,0,0,0,0,0,0,0.0,0,,0.0,True
2350,3,18.0,0,24,0,0,0,0,1,0,0.0,0,,0.0,False
2351,2,19.0,10,22,0,0,0,0,1,0,1.0,0,,0.0,True
2352,0,,0,24,1,1,0,0,0,0,0.0,1,21.0,1.0,False
2353,5,18.0,10,37,1,1,0,0,0,7,0.0,1,19.0,0.0,True
2354,0,,9,20,0,0,0,0,1,0,0.0,1,,1.0,True
2355,0,,8,18,0,1,0,1,1,0,1.0,1,,0.0,True
2356,0,,10,21,0,0,0,0,0,0,1.0,1,,1.0,True
2357,2,21.0,6,29,1,0,0,0,1,0,1.0,1,26.0,1.0,False
2358,4,19.0,0,30,1,1,1,0,1,0,0.0,0,18.0,0.0,False
2359,0,,5,21,0,1,0,0,0,0,0.0,0,,1.0,False
2360,0,,7,21,1,1,0,0,0,10,1.0,1,19.0,1.0,True
2361,7,16.0,0,29,1,0,0,0,1,0,0.0,1,15.0,1.0,False
2362,1,20.0,10,25,0,1,0,0,1,0,1.0,0,,1.0,True
2363,0,,7,28,1,1,0,0,0,7,0.0,1,26.0,0.0,True
2364,5,12.0,6,28,1,0,0,0,1,7,0.0,0,12.0,1.0,False
2365,3,20.0,10,42,1,1,1,1,1,12,1.0,1,39.0,0.0,True
2366,1,17.0,7,18,0,1,0,0,1,0,1.0,0,,1.0,True
2367,3,20.0,10,28,1,1,0,0,1,12,0.0,0,20.0,0.0,True
2368,1,15.0,7,16,0,0,0,0,0,0,0.0,0,,0.0,True
2369,4,20.0,0,30,0,0,0,0,0,0,0.0,1,,1.0,False
2370,0,,7,18,0,0,1,1,0,0,1.0,0,,0.0,True
2371,1,16.0,0,24,1,1,0,0,0,12,0.0,1,24.0,0.0,False
2372,1,21.0,10,21,0,0,0,0,0,0,1.0,0,,0.0,True
2373,3,23.0,12,35,1,1,1,1,1,16,1.0,1,21.0,1.0,True
2374,2,21.0,15,26,0,0,1,0,1,0,1.0,1,,0.0,True
2375,4,24.0,8,48,1,1,1,1,1,12,1.0,1,18.0,1.0,True
2376,4,20.0,12,33,1,1,1,1,1,12,1.0,0,20.0,1.0,True
2377,4,20.0,3,39,0,0,0,0,0,0,0.0,0,,1.0,False
2378,3,21.0,10,26,1,0,0,0,1,3,1.0,1,25.0,0.0,True
2379,2,22.0,3,45,0,0,0,0,0,0,0.0,0,,1.0,False
2380,2,24.0,7,29,1,1,0,0,1,6,1.0,1,28.0,0.0,True
2381,0,,7,17,0,1,0,0,1,0,0.0,0,,0.0,True
2382,3,18.0,7,27,0,0,0,0,1,0,0.0,1,,1.0,True
2383,7,19.0,2,46,0,0,0,0,0,0,0.0,1,,1.0,False
2384,0,,7,18,0,1,1,0,0,0,0.0,1,,0.0,True
2385,3,16.0,4,36,1,1,0,0,1,0,0.0,1,15.0,0.0,False
2386,0,,0,24,0,1,0,0,0,0,0.0,0,,0.0,False
2387,1,19.0,7,20,0,0,0,0,0,0,0.0,0,,0.0,True
2388,7,18.0,5,40,1,1,0,0,1,0,1.0,1,23.0,1.0,False
2389,4,23.0,7,39,1,0,0,0,1,9,0.0,0,25.0,1.0,True
2390,3,16.0,9,34,1,0,1,0,1,10,1.0,0,20.0,1.0,True
2391,5,16.0,3,31,1,1,0,0,1,0,0.0,1,16.0,1.0,False
2392,6,18.0,1,34,1,0,0,0,0,0,0.0,0,17.0,0.0,False
2393,1,20.0,5,21,0,1,0,0,0,0,0.0,1,,0.0,False
2394,0,,6,16,0,0,0,0,0,0,1.0,1,,0.0,False
2395,2,18.0,0,28,0,1,1,0,1,0,0.0,1,,1.0,False
2396,5,20.0,5,35,1,1,1,0,1,0,0.0,0,16.0,0.0,False
2397,0,,5,15,0,1,1,0,0,0,1.0,1,,0.0,False
2398,1,19.0,7,24,1,1,0,0,1,7,1.0,0,23.0,1.0,True
2399,2,18.0,10,32,1,1,1,1,1,12,1.0,0,26.0,0.0,True
2400,3,16.0,0,31,0,0,0,0,1,0,0.0,0,,0.0,False
2401,2,17.0,7,26,0,0,0,0,1,0,1.0,0,,1.0,True
2402,3,20.0,9,30,0,1,0,0,1,0,1.0,1,,1.0,True
2403,3,18.0,7,33,1,0,0,0,1,4,1.0,1,28.0,0.0,True
2404,7,19.0,0,35,1,1,0,0,1,6,0.0,0,19.0,0.0,False
2405,1,19.0,12,20,0,0,1,0,1,0,1.0,1,,1.0,True
2406,0,,8,16,0,1,0,0,0,0,1.0,1,,0.0,True
2407,1,17.0,7,21,0,1,1,0,1,0,0.0,1,,1.0,True
2408,6,23.0,6,41,1,1,0,0,1,9,1.0,0,18.0,0.0,False
2409,1,17.0,7,18,0,0,0,0,0,0,0.0,1,,1.0,True
2410,4,20.0,7,34,0,0,0,0,1,0,0.0,0,,1.0,True
